"tweet_id"	"author"	"entity_id"	"text"
"202433396805337088"	"Lexus"	"RL2013D01E044"	"We’ve taken a turn for performance in one of our most beloved vehicles. This is what’s next. The all-new RX F SPORT. http://bit.ly/Jy2DRG "
"204977865777876992"	"Lexus"	"RL2013D01E044"	"You asked “what’s next,” and we’ve answered: the all-new 2013 RX F SPORT. Is this the most exhilarating RX yet? http://on.fb.me/ME5MlN "
"208318418594697219"	"CarlVerheyen"	"RL2013D01E044"	"Tix are almost all gone for Saturday's show, so buy now if you want to see the CVB @ The Lexus Centre. Thanks everyone! http://lexusescondido.ticketsunplugged.com/ "
"208320826112610304"	"NFSworld"	"RL2013D01E044"	"You've been waiting for it and here it is; this month's IGC car, the Lexus IS 350, is now available! http://bit.ly/K0vOcW "
"208335982825709569"	"Sweet_COOCH"	"RL2013D01E044"	"LOL thanks that's my grandma... RT @__TooPretty4You: @Sweet_COOCH that was a nice Lexus you were driving"
"208348049796374529"	"SirSimon96"	"RL2013D01E044"	"She couldn't afford a car, so she named her daughter Alexis(a lexus) @kanyewest"
"208416609935699968"	"Evelyngey9353"	"RL2013D01E044"	"Lexus/Scion/Toyota Replacement Fog Light Assembly - Driver Side: OE replacement Fog Light Assembly (lens, housin... http://amzn.to/L0O7ma "
"208446519521722369"	"OmGiTz_DyMoNd"	"RL2013D01E044"	"I'm still otp wit my headache #Lexus"
"208455554069303296"	"AutoRepairLB"	"RL2013D01E044"	"562-786-6508 ~ Lexus Service Long Beach, CA ~ Serving all Long Beach including Carson ~ http://automotiverepairlongbeachca.com "
"208460817912442880"	"karo_05"	"RL2013D01E044"	"#np Anything goes - CNN, Lexus, Wayne Wonder #FridayPlaylist"
"208460934094667776"	"iiDoThis_SHIT"	"RL2013D01E044"	"*Dieeesssssss From Lexus Tweet"
"208500335113805824"	"daoriginal78"	"RL2013D01E044"	"@lexus_nichelle hmp o yeah CONGRATZ on a job well done..."
"208508033175789568"	"IOLmotoring"	"RL2013D01E044"	"Lexus GS lands in SA - we try it out http://iol.io/atr94 "
"208511434773110784"	"twhitehead1986"	"RL2013D01E044"	"Im going to win the lottery tonight and buy a 5 litre lexus IS and a VW Golf gti #dreaming"
"208520309924560899"	"R0XXRUGER"	"RL2013D01E044"	""
"208529281540816897"	"greenio914"	"RL2013D01E044"	""" @DearOld_Lexus: Nose Bleeding && Shit !""my bad I didn mean to snuff you that hard"
"208587458810626051"	"AndYoMamaLuvIt"	"RL2013D01E044"	"@whippinmy_Lexus I know rite and how bout Mr. Dukes jus dm bout wat we are talking bout"
"208588794520272897"	"killakamara"	"RL2013D01E044"	"My dad will be here from Maryland and I want my fucking Lexus or I'm done with him."
"208633799393808385"	"lisamhuber"	"RL2013D01E044"	"We love the idea of #FSportFridays by Lexus. Each Friday, there will be a new F Sport video. Drop a ""Like"" if... http://fb.me/1NN60woxp "
"208634432725331968"	"chiantifreeman"	"RL2013D01E044"	"Swimming maybe with lexus , channing , and jessica (:"
"208638115341025280"	"CovertSnoop"	"RL2013D01E044"	"Just dropped a couple stacklings on a lexus"
"208641051349622784"	"JeremySaysRawr"	"RL2013D01E044"	"@PeaceLove_Lexus dafuq did you do??"
"208646952747933696"	"AdenSebastion"	"RL2013D01E044"	"Oh, You can't afford a Mercedes, Bentley, Lexus? Just name your kids after them."
"208648647221579776"	"SincerelyURSari"	"RL2013D01E044"	"RT @iBetUWntA_Lexus: About to clock out thank the lord"
"208659795681607680"	"Amp_Harris"	"RL2013D01E044"	"Oh my god Lexus made another twitter to follow me lol she a stalker lmao"
"208660043204276224"	"_famoustamiah"	"RL2013D01E044"	"Lmfao , Lexus Is A Damn Fooool !"
"208662878499241984"	"KomposureBunny"	"RL2013D01E044"	"Now watch that Lexus creep later on today though haha @BeautyiSfashion"
"208670650540367872"	"TraderSanJose"	"RL2013D01E044"	"RT @Mark_Lexus: dont want the facts to get in the way of good tv #cnbc << AMEN"
"208673263612723200"	"TheCarZone"	"RL2013D01E044"	"Redesigned 2013 Lexus ES gets less bland, new hybrid http://bit.ly/KniViU  http://bit.ly/LU1ohi  #CZ"
"208703053476528128"	"SwallownMyPride"	"RL2013D01E044"	"Sendin my bday with my loves @_JasBlossom nd @cntbuyA_LEXUs ;))))"
"208704666362576896"	"Special_KAY14"	"RL2013D01E044"	"Forget Rosci And Lexus ,Because If Them I'm Bored AF!!!!! Lol"
"208709670150475776"	"jasmineRaey"	"RL2013D01E044"	"""Be good. I love you!"" I MISS ATE ME ANN. And Kuya Gerald. And Kuya Lexus. And Ate KatKat. And Ate DanDan. Actually I just miss everyone"
"208714099360673792"	"Alwaysflytris"	"RL2013D01E044"	"@lexUs_beRRy @je_suis_nelle lexxi u wicked dats y I munch u loool"
"208754079453822976"	"iis3lec_tro"	"RL2013D01E044"	"like as RX-7 Han's,,RT @Lexus It's coming... http://twitpic.com/9rr2d5 "
"208768709177786369"	"iBetUWntA_Lexus"	"RL2013D01E044"	":( lol why ! RT @FxckA_Redbone: - i Can't Stand @iBetUWntA_Lexus Ol' Pretty Self!"
"208774459589529600"	"OD_onKenya"	"RL2013D01E044"	"My child, Lexus, been thuggin lately in her tweets. She get's it from her mama (:"
