"tweet_id"	"author"	"entity_id"	"text"
"205814573427724289"	"fadatezofo"	"RL2013D01E016"	"loan to chrysler http://loan-to-chrysler.nonfaxpaydayloan.com "
"208319654421204993"	"chrysler_sa"	"RL2013D01E016"	"RT @Sher1_ZN: Ultimate luxury in the @Chrysler_SA #GrandVoyager #Limited. Its first class travel right here! http://twitter.com/Sher1_ZN/status/208127617130442752/photo/1pic.twitter.com/AbvZPNHC "
"208462063629111296"	"Pimp_Lucius_103"	"RL2013D01E016"	"One day ima have @kiaboo_lOVee to put down them Chrysler keys (or whatever she gone be driving) and pick up dem Bentley keys.."
"208476169052504064"	"usedcarfinancer"	"RL2013D01E016"	"2011 Dodge Grand Caravan 4dr Wgn Mainstreet at Ingram Park Chrysler Jeep in San Antonio, TX 78238: http://bit.ly/M5lG71  #carsunder3000"
"208478408827609089"	"tucsonjeep"	"RL2013D01E016"	"Are you looking for a Chrysler in Phoenix, Jim Click wants to be your one stop automotive shop. Visit our FB page http://dld.bz/JCJEEP ."
"208530601786093568"	"BreakingNews"	"RL2013D01E016"	"Chrysler says US sales rise 30% on strong demand for Ram pickups and Jeeps - @AP http://huff.to/JWYqFW "
"208535006757392385"	"NatTranLLC"	"RL2013D01E016"	"Chrysler sales roll continues, up 30% in May: Chrysler says its U.S. sales in May rose 30% to more than 150,000 ... http://usat.ly/Ldy16V "
"208549908716851201"	"Automotive_News"	"RL2013D01E016"	"Fiat 500 deliveries jumped 128 % to 4,003, and sales of the Chrysler 200 mid-sized sedan rose 87 % to 13,250. http://bit.ly/KQHsKo "
"208554043910529025"	"ThomasRHart"	"RL2013D01E016"	""
"208555877614100481"	"CaretFeed"	"RL2013D01E016"	"Chrysler US sales up 30 pct. in May, signaling that demand for cars is strong despite economy: Chrysler's ... http://bit.ly/KlJ7KR  #news"
"208563679027924993"	"shieldofabraham"	"RL2013D01E016"	"Chrysler, Ford U.S. sales point to slowing demand: DETROIT (Reuters) - Chrysler Group posted a smaller-than-expe... http://bit.ly/KQgJhp "
"208574168969646081"	"PeedroDionisio"	"RL2013D01E016"	"Car Sales Keep Up Healthy Pace: Chrysler reported a 30 percent gain in new-vehicle sales for May, Ford said its ... http://nyti.ms/JEh7kR "
"208574756184801280"	"FBenenati"	"RL2013D01E016"	"""Auto sales continue to boom in May with big increases from Ford, Chrysler and GM"" http://www.cleveland.com/business/index.ssf/2012/06/auto_sales_continue_to_boom_in.html …"
"208576513577193472"	"PatCarSavings"	"RL2013D01E016"	"gotta know the scoop Chrysler posts 30 percent jump in May sales; GM, Ford post smaller gains: VW volume rises 2... http://bit.ly/Nosk82 "
"208588748370350080"	"jobshartford"	"RL2013D01E016"	"Entry Level Office Clerk: Details: Bertera Chrysler, Jeep, Inc. is looking to fill a Full Time Ent... http://cb.com/KQZM6s  #jobs #hiring"
"208619232563437568"	"ConceptoGT"	"RL2013D01E016"	"Se va una de las grandes favoritas de todas las mamás, la Chrysler Town & Country ¿Qué opinan, lloramos o celebramos? http://ow.ly/biqCd "
"208656989713215488"	"Dubai4WD"	"RL2013D01E016"	"Local Dodge Chrysler Jeep Dealer Expands Service Line to Now Offer Auto Repair Services To All Vehicles http://dlvr.it/1fdRkg "
"208671023850192896"	"DealerContent"	"RL2013D01E016"	"Chrysler’s Future U.S. Product Plan: Journey SRT6 Confirmed, Dodge Durango Dies: There have be... http://bit.ly/Lfo8pi  via Rumor Central"
"208693354307928064"	"REI_BEAST"	"RL2013D01E016"	"#ShortSales Auto sales rise, but fall short of expectations: General Motors, Toyota, Chrysler and Ni... http://bit.ly/LUiFqC  #RealEstate"
"208727089090797569"	"ManassasImports"	"RL2013D01E016"	"I uploaded a @YouTube video http://youtu.be/sjDA5NHEz1k?a  2008 Chrysler PT Cruiser Used Cars Manassas VA"
"208819196036001792"	"TweetaCarNow"	"RL2013D01E016"	"Call 678-444-4504 2005 CHRYSLER TOWN & COUNTRY $209 MONTHLY MAKE OFFER (apply here%!,* s): lwjiiBS... http://bit.ly/KoFeog  @V103Atlanta"
"208822517891215360"	"sanskrittools"	"RL2013D01E016"	"May Car Sales Keep Up Healthy Pace: Chrysler reported a 30 percent gain in new-vehicle sales for May, Ford said ... http://nyti.ms/KSfBK5 "
"208832647147958273"	"chryslert"	"RL2013D01E016"	"Wale Sees China Auto Industry Rebounding in Second Half http://dlvr.it/1fkVyR  #httpgdatayoutubecomschemas2007video #Chrysler #Fiat"
"208896492868612096"	"fuzzylogicinc"	"RL2013D01E016"	"Chkin out cars! (@ Jeep Dodge Chrysler Showroom) http://4sq.com/K28BZJ "
"208896505451520000"	"bat96chevy"	"RL2013D01E016"	"I uploaded a @YouTube video http://youtu.be/8Dcz912SMVI?a  OUTRAGEOUS PINK Chrysler 300C on 30's @ NIGHT - 1080p HD"
"208897801487265792"	"MatthewSeethor"	"RL2013D01E016"	"Chrysler aims to crack small-car market by reviving Dodge Dart - Los ... http://bit.ly/KpnJV1 "
"208898061517340672"	"alternatorman"	"RL2013D01E016"	"May auto sales disappoint; demand slows: Related May auto sales disappoint; demand slows A Chrysler badge is pic... http://bit.ly/gmbtDv "
"208938574299668480"	"Yung_Bat"	"RL2013D01E016"	"That new Chrysler 200 sport kinda nice"
"208946186974003201"	"Gessy_MiGua"	"RL2013D01E016"	"@RachelFenty_ CHRYSLER"
"208977229273776128"	"Aoberrg"	"RL2013D01E016"	"@Chrysler We lost a BIG MoPar enthusiast two days ago! Plz Rt! Mopar music never dies! #MoPar! #rip #MoParsweden"
"208990256526143488"	"ChryslerDealer2"	"RL2013D01E016"	"Local Dodge Chrysler Jeep Dealer Expands Service Line to Now Offer Auto Repair ... http://ow.ly/1kcONl "
"209033541722439680"	"cars_qna"	"RL2013D01E016"	"""what's the 2005 chrysler pacifica with 3.5 24vavle fire order?"" http://aolanswers.com/qp/862177442153378?ta …"
"209036733583605760"	"JCChryJeep"	"RL2013D01E016"	"CNN outlines 8 reasons why Detroit automakers must improve Filed under: Government/Legal , Crossover , Cadillac , Chrysler , Ford , GM ,"
"209047659779063809"	"arcars"	"RL2013D01E016"	"Taza Rueda Chrysler 1932 11017: Compro taza de rueda chrysler 1932 como la de la foto Más… http://goo.gl/fb/5B7RP "
"209052260901195776"	"sell_your_car"	"RL2013D01E016"	"David N. of Farmington Hills, MI just sold a 2002 Chrysler PT Cruiser with an Enhanced Ad on http://AutoTrader.com "
"209053649240993792"	"HambeltonSuperC"	"RL2013D01E016"	"New Convertible Added: 2005 Chrysler Crossfire: We've just added a Convertible to our inventory and it is availa... http://bit.ly/L9r6JV "
"209103209128656896"	"justinlmyers"	"RL2013D01E016"	"“as we take a look at the new Chrysler 300 in the streets of OKC” really?"
"209108850459148288"	"gfflanders"	"RL2013D01E016"	"I think the Chrysler Building is my favorite building in all of New York. Correction; I know that."
"209121161764814848"	"polosandpearls"	"RL2013D01E016"	"Driving a Chrysler 300 is the same thing as carrying a fake Louis Vuitton."
"209123211764436992"	"chuckpeters7"	"RL2013D01E016"	"2006 Chrysler Sebring Touring Edition, 06 model, 82k, $6400 http://mybranch.me/8654412471/ "
"209128966332751872"	"54sobriety"	"RL2013D01E016"	"http://bcbmonitor.com/page1.aspx  Ford to start buyouts of 98k salaried retirees pensions in August, in the GM, Ford & Chrysler section of the Forum,"
"209207735370260480"	"Fundafighs"	"RL2013D01E016"	"#ThingsThatIWant a Chrysler 200 yup!"
"209327965106999296"	"BryceP_MMG"	"RL2013D01E016"	"My Auntie just let me drive her 2012 chrysler 300 #thatbitchright"
"209358793249792000"	"sell_your_car"	"RL2013D01E016"	"Curtis K. of Trophy Club, TX just sold a 2005 Chrysler PT Cruiser with a Standard Ad on http://AutoTrader.com "
"209392297324974080"	"AgustinaBerneri"	"RL2013D01E016"	"Estos vecinos nuevos, ya se mudaron y tienen una camioneta Hilux, un Chrysler, y un 206"
"209398462977028097"	"JmoneyMusicGood"	"RL2013D01E016"	"Still in the Chrysler Van watching GI Joe n shit"
"209406956438425602"	"sheeisALYSSA"	"RL2013D01E016"	"Lmfao! Me: i use to want that chrysler in front of us. My mom: oww you're so black. Thats the first time she said that .. ("":"
"209409246494855168"	"michelle_bundy"	"RL2013D01E016"	"Brought my baby to see the Blue men. (@ Chrysler Hall w/ 7 others) [pic]: http://4sq.com/KoUxyb "
"209426204095299584"	"SelyColon"	"RL2013D01E016"	"The Chrysler building #NYC http://instagr.am/p/Lbh1oCk6jA/ "
