"tweet_id"	"author"	"entity_id"	"text"
"86160527142813696"	"blurryyellow"	"RL2013D03E124"	"Are you people insane? The Oxford comma is what separates us from the animals."
"86438655245287424"	"Fake_Dispatch"	"RL2013D03E124"	"BREAKING: I prefer the Ohio University comma to the Oxford comma. The Ohio University comma is when you pause between words to take a drink."
"86554932433530880"	"mikeyallen5"	"RL2013D03E124"	"@jamieosman hope she killed it at oxford tonight!"
"86555725148594176"	"IamTLewis"	"RL2013D03E124"	"@christiana601 thank u. I'm good on the way to Oxford for the night."
"86559336440135680"	"ProfBangNguyen"	"RL2013D03E124"	"Staff away day with the marketing department at Wolfson College in Oxford tomorrow. Should be interesting."
"86559730725687296"	"RaveenaN"	"RL2013D03E124"	"Had a fab day in Oxford Street! but now my feet kill :("
"86561152582172672"	"CTYEP"	"RL2013D03E124"	"#Oxford will be having their fireworks Friday July 1st, as well as the ""dueling"" show in #Derby - #Shelton http://youtu.be/Nd6oUurz-xU"
"86561326096322560"	"UKBieberDay"	"RL2013D03E124"	"Selena is in the UK on tuesday doing a signing for her new album at HMV Oxford Circus, London at 5pm :)"
"86568674663743489"	"mrdavidhaye"	"RL2013D03E124"	"Just finished final session, I feel great. British support is taking over Hamburg, it feels like Oxford St!! Union jacks EVERYWHERE!!! :-)"
"86571353129484288"	"Msaliciadavies"	"RL2013D03E124"	"One more day left in London, before the Oxford sojourn commences. I hope that the weather does us proud. @OSCTheatre"
"86573236371984384"	"janeelizabeth11"	"RL2013D03E124"	"Off to Oxford tomorrow yeahhh buddy! #Oxford"
"86586540708474881"	"turhansbeycmpny"	"RL2013D03E124"	"Oxford comma: A comma made from Oxford cloth, used to produce men's shirts. #maybealie"
"86600721629323266"	"kiwidaveg"	"RL2013D03E124"	"@jonohutchison @seemsforever @RyanSproull @NZStuffTech I'm a big supporter of Oxford comma. Makes things neater, clearer, and easier to read"
"86605251507011584"	"Gemmaoo57"	"RL2013D03E124"	"oxford comma ;P From My Desk to Yours 11th Edition http://bit.ly/mOQyWx "
"86610175611502592"	"GoldenTours"	"RL2013D03E124"	"Oxford, Stratford, Cotswold and Warwick Castle http://bit.ly/bLQaRu One of UK's Top Ten Luxury #Sightseeing Tours"
"86622288778240000"	"laurajane_J09"	"RL2013D03E124"	"Inappropriate, pausing, ftw! "" @LATimesbooks: Goodbye, Oxford comma? Hello, Shatner comma! http://lat.ms/lzGN2V "" - makes me miss Boston Legal"
"86627350694985728"	"ImTheQ"	"RL2013D03E124"	"Don't kill the Oxford comma! http://pulse.me/s/sbn8"
"86627552592011264"	"anai_louise"	"RL2013D03E124"	"@Sofiexox should i just hit up oxford st for sweet boutique clothing stores?"
"86634850701942784"	"bellatrixr"	"RL2013D03E124"	"Uhh, i said farewell to the Oxford comma ages ago when i adapted to AP style >>RT @Salon: Don't kill the Oxford comma! http://salon.com/a/sdzwfAA "
"86637953522208768"	"Salon_Arts"	"RL2013D03E124"	"Don't kill the Oxford comma!: [UPDATED BELOW] http://bit.ly/mjxBhs"
"86645617467727872"	"HannahChalker"	"RL2013D03E124"	"It's my last night in Oxford with @zgleary @morganmontague1 @TaylorJohnson9 @TeagueStephanie @cmwallac @razzlesandersdazzling @hottyhodge"
"86649054230097921"	"washingtonpost"	"RL2013D03E124"	"The victim of the latest celebrity death hoax: the Oxford comma http://wapo.st/laRNku"
"86653641192247297"	"Thomasso01"	"RL2013D03E124"	"@bfwriter I see you've embraced the Oxford comma! LOL RT yay, yay, and yay! RT @washingtonpost: ... the Oxford comma http://wapo.st/laRNku"
"86685853438590976"	"NiiiCCce_DDs"	"RL2013D03E124"	"Lol ooo I dk yet. But Oxford in tha morning....I just have ah gud feeling about it tho."
"86686423851339776"	"christinegarver"	"RL2013D03E124"	"@jessicapoter I will always use whom as the object of a sentence, possessive pronouns before gerunds, and the Oxford comma."
"86702798426742784"	"GillianF"	"RL2013D03E124"	"@gussilber does the mere fact that I have to ask what is the Oxford comma disqualify me from this conversation?"
