"tweet_id"	"author"	"entity_id"	"text"
"100013225042640897"	"Magic20099"	"RL2013D02E051"	"Marshall Faulk was one of my favorite RBs to watch while I was growing up, I still have his St Louis #Rams jersey in my closet.."
"100191722029584385"	"RBsKeys"	"RL2013D02E051"	"“Blaming others forfeits your power of choice.” ~ RBs Keys"
"100346894517157889"	"sharevalue"	"RL2013D02E051"	"WOR – RBS Australia rates the stock as Hold, Trading Sell Closed http://goo.gl/fb/38NmI #asxbusiness"
"100448564412555264"	"investmentaides"	"RL2013D02E051"	"RBS plans 2000 job cuts from investment banking: The Royal Bank of Scotland (RBS) is planning to slash up to 200... http://bit.ly/qq0cXN"
"100449867872219136"	"fasano24hrs"	"RL2013D02E051"	"Get RBS loan quotes… Whatever you need the cash for, an RBS loan offers a competitive typcal APR and a range of ... http://bit.ly/n4Gn8p "
"100467414986260480"	"AnjuliDavies"	"RL2013D02E051"	"RBS: anticipate daily run rate of bond buying to be on avg around €2.5bn, equivalent to annualised rate of €600bn if maintained over time."
"100476397818089472"	"abpclub"	"RL2013D02E051"	"RBS insurance turnaround boosts sell-off http://tinyurl.com/3pu6j9p"
"100487529509294080"	"Big__Kev"	"RL2013D02E051"	"MT @dfscot: RT @SkyNews: PM Makes Amends With Waitress After Tip Row http://bit.ly/pcay3g >>> yes he gave her some RBS shares."
"100539123651194882"	"djfxtrader"	"RL2013D02E051"	"Who'd have thought: The UK is the last bastion of truly liquid triple-A sovereign credit, according to RBS, the UK state-owned bank"
"100577660895375360"	"FLFantasyShow"	"RL2013D02E051"	"@MatthewBerryTMR does it become a rule now not to draft Lions RBs?"
"100596073919287296"	"tylerhasty"	"RL2013D02E051"	"RT @greggrosenthal: LeShore injury hurts Lions ... but some ok Rbs out there. Ricky, Kev Smith, J. Harrison, Portis. Tiki? I'd go Ricky."
"100620618994679808"	"insideredzone"	"RL2013D02E051"	"Ricky Williams is now Ray Rice's backup for the #Ravens.2010's #Fins tandem RBs are now #FantasyFootball best handcuffs. #NFL #Sports #Draft"
"100639569686429696"	"uk_propertyguru"	"RL2013D02E051"	"RBS warns of 'challenging' commercial property market: RBS added that the total value of its commercial property... http://bit.ly/rnJOQi"
"100660562060509184"	"MattJBronstein"	"RL2013D02E051"	"CB Cliff Harris & LB Kiko Alonso both are participating here at Oregon football first practice. Have yet to see RBs James or Barner #goducks"
"100670384403263489"	"4for4football"	"RL2013D02E051"	"@casey_terp53 aight, you'll need to compare point diff b/w QBs/RBs with similar ADP"
"100725316808486913"	"arbolioto"	"RL2013D02E051"	"List that produced this inferno (4): Bob Diamond, RBS, Fred The Shred, Northern Rock, Cameron, Clegg, Alexander, Osborne."
"100835082130030592"	"MeekaSoSweet"	"RL2013D02E051"	"Dont try to change the person that I am....You should accept me as a whole. #RBS"
"100920134209769472"	"Ftballdialogue"	"RL2013D02E051"	"FWD: @ProFootballWkly: #Lions sign RBs Mike Bell and Jerome Harrison to replace the injured Mikel LeShoure."
"100921021187633152"	"AdamSchefter"	"RL2013D02E051"	"Lions announced they signed RBs Mike Bell and Jerome Harrison."
"100922063602204672"	"robsingletary"	"RL2013D02E051"	"RT @SportsCenter: RT @AdamSchefter: Lions announced they signed RBs Mike Bell and Jerome Harrison."
"100978745434836992"	"_KiMMYc"	"RL2013D02E051"	"RT @playa_a It is wat it is @ da end of day...Nobody perfect... #RBS I agreeeeee"
"101010202723229696"	"SirDKPapaSmurf"	"RL2013D02E051"	"@RBS_Rugby_Lad you are a team-play for each other. Support each other. Lineouts-our ball must be won."
"101071917687115776"	"stacyherbert"	"RL2013D02E051"	"RT @piersmorgan This is a nationwide battle for the soul of Britain - don't let these criminal hooligans win. #hbos #lloyds #rbs #b&b #hsbc"
"101243640898265088"	"noodls_sFinance"	"RL2013D02E051"	"$RBS Ethnic foods wholesaler opens new supermarket in Liverpool http://www.noodls.com/view/5E49BD7624D4D413344998502E108EF6C498B8DE"
"101290986185043968"	"addictedaddick"	"RL2013D02E051"	"@Bomber_RBS You gonna get totally #BUSTED!!! There is Zero-Tolerance at the moment dude with recent events!!"
"101311922758107137"	"RegentSG"	"RL2013D02E051"	"RBS Preview happening TOMORROW, 730pm at Singpost #14-10! See you!!"
"101312947246206976"	"RBS_Midlands"	"RL2013D02E051"	""
"101391964070617088"	"addictedaddick"	"RL2013D02E051"	"@Bomber_RBS Yeah man I was loving it while nailing by 25th Celebratory pint for Charton's great win Saturday night lol!! #Editors"
"101424771908120577"	"StratusX"	"RL2013D02E051"	"Stratus X-The FIX 10-year yields headed toward 1.75%: RBS: The Federal Reserve’s pledge to keep... http://bit.ly/oxcpNu www.stratusx.com"
"101443721794551809"	"Obesitasnieuws"	"RL2013D02E051"	"#Overweight News RBS cuts Indian Banks' rating to 'Neutral' from 'Overweight': RBS cuts Indian Banks' rating to ... http://bit.ly/ernJmI"
"101489283717808128"	"Chet_G"	"RL2013D02E051"	"I like a lot of mid round receivers this year. Makes it easier to grab those risky RBs early."
"101589201207828480"	"JesterStrause"	"RL2013D02E051"	"#RBS & #Bnaco_Santander fear Demons from the past http://www.independent.co.uk/news/business/news/buyers-return-to-european-stock-market-2335819.html … @RBS_MediaTeam @RBS_Economics @ComfortCard @SantanderUK @almostz"
"101655886434541568"	"PostEvents"	"RL2013D02E051"	"News: Innovation Group lands RBS £40m subsidence contract in insurer first http://dld.bz/ak6zg"
"101662638521593856"	"michaelhewson"	"RL2013D02E051"	"I seem to recall ban was highly effective when we did it in 2008 - think RBS hit 10p if memory serves me correctly"
"101679194194448385"	"foliosociety"	"RL2013D02E051"	"Come to ""Psychogeography With A Stress On The Psycho"" with Will Self @edbookfest, 28 August, 8pm in RBS Main Theatre http://bit.ly/p3NIIn"
"101720974868746244"	"Omar_Mash"	"RL2013D02E051"	""
"101757119883251712"	"TomScorza"	"RL2013D02E051"	"Loot £3.50 of water from Lidl and you get a 6 month prison sentence. But Fred Goodwin stole billions from RBS and got a 6 figure pension."
"101787991336435712"	"RevRichardColes"	"RL2013D02E051"	"Name those London gangs responsible for looting and causing chaos: er... Barclays? Goldman Sachs? RBS? JP Morgan?"
"101822366778273792"	"carlbrood"	"RL2013D02E051"	"CORRECT: RBS Shares Tumble On 1H Net Loss, Market Jitters - Wall Street Journal http://onlywire.com/r/47745928 "
"101831225114767360"	"CalamusandSinew"	"RL2013D02E051"	"@coachbiss would screens and draws work? Even though rbs havent been great? I'm not great with football strategies."
"101884522173440000"	"KenyaW268"	"RL2013D02E051"	"@Remi_WR I'm pretty happy with my draft tho i won't have the problems i had last yr with the shortage of quality rbs"
"101925357887823873"	"RyanBiddulph"	"RL2013D02E051"	"“Blessings increase as you take note of them.” ~ RBs Keys"
"101937454264754176"	"Petedevery"	"RL2013D02E051"	"RT @Peston: FSA introduced temp ban on short-selling banks Sept 18 '08. Bradford & Bingley, RBS & HBOS more-or-less collapsed in weeks after"
"101947113734283264"	"grapefruitmoon"	"RL2013D02E051"	"Things pissing me off this morning: RBS statements on 4 pages when 1 would suffice, govt web sites sending passwords by post, WTF?!"
"101967868069036033"	"fasano24hrs"	"RL2013D02E051"	"RBS Select Account offers flexible everyday banking with no monthly fees and award winning online banking http://bit.ly/jytVQ4 "
"102021801722396673"	"WindyCityGators"	"RL2013D02E051"	"Arkansas RB Knile Davis likely to miss season with ankle injury; led SEC RBs 1,322 rush yds in 2010."
"102040848052662272"	"ChrisCJackson"	"RL2013D02E051"	"@EasyF_Baby VY would have the same win percentage if he didn't have all-world RBs and def."
"102041326228484096"	"Ryangasman"	"RL2013D02E051"	"“ @RizzGood2BAlive: Just an average Friday on the rbs. Hanging with the wayans bros. http://yfrog.com/h7g3ibnj ” Whos that white bald guy w/ them?"
"102156774408323072"	"PFF_Akshay"	"RL2013D02E051"	"@DLFootball My RBs are MJD/Mccoy/Foster, starting WRs are Bowe/Colston/Ford. Think I'll jump on Welker."
