"tweet_id"	"author"	"entity_id"	"text"
"132628083625836545"	"losabiatodo"	"RL2013D01E043"	"#todamujerquiere un zorro en el placard, un tigre en la cama, un Jaguar en el garage y ganso que pague todo."
"208349331542118403"	"TommyJoeRatliff"	"RL2013D01E043"	"@Blaine_Aires_92 get a @Fender Squier Jaguar bass. They're affordable and they play and sound amazing."
"208406367466291200"	"DanityDaniel"	"RL2013D01E043"	"June whit J of Jaguar you."
"208409047634944000"	"MartinezJordy31"	"RL2013D01E043"	""
"208433538146643968"	"izreloaded"	"RL2013D01E043"	"Nabeh! Drive expensive jaguar but cannot afford handsfree for ur mobile phone!"
"208434196660756480"	"Humberto_CruzL"	"RL2013D01E043"	"Creo que una Music Man Luke no estaría nada mal, pero una fender jaguar no seee o tal vez una parker :/"
"208441184358637568"	"AlvaroCamposs"	"RL2013D01E043"	"¿Que le dice un jaguar a otro? Jaguaryou. Buenos días a todos, viernes 1 de junio!"
"208447697395531776"	"SKPCFanClub"	"RL2013D01E043"	"O-O “ @TeamPriyanka: Vroom vroom..Cute & curteous @shahidkapoor seats @priyankachopra in his fiery jaguar as they head out to the @IIFA2012.."
"208448859540701185"	"TeamPriyanka"	"RL2013D01E043"	"Vroom vroom... @shahidkapoor seats @priyankachopra in his fiery jaguar, heading out to the @IIFA2012 press conference. pic.twitter.com/ogKLvuIz"
"208458326474891264"	"NataliePinkham"	"RL2013D01E043"	"Off to MC this today 'Striving for Excellence' Workshop - Jaguar Academy of Sport: http://www.jaguaracademyofsport.co.uk/news-and-events/events/2012/05/'striving-for-excellence'-workshop.aspx#.T8htGiV8j-8.twitter …"
"208468740952690688"	"abideeeen"	"RL2013D01E043"	"RT jaguar kenan @EL_Mastey: Shush !!! @NigeriaNewsdesk: [Ascology] I Cannot Do Without Sex Daily - 10-year-old ... http://m.tmi.me/qUWiJ "
"208483190334164992"	"donettaazodebos"	"RL2013D01E043"	"THROTTLE BODY Jaguar XJS 1982 82 1983 83 1984 84 85 86: Your looking at a good Used OEM Throttle Body that fits ... http://tinyurl.com/76zlydc "
"208486076027899904"	"chiojaguar"	"RL2013D01E043"	"@chica_jaguar. Is it close enough to the date yet XD ... I gotta get some rest but we'll be on our way by 11ish ... XD aaaaaaa"
"208500433369563136"	"sandryenergy"	"RL2013D01E043"	"Sabéis lo que le dice un jaguar a otro? Jaguar you? JAJAJAJAJA"
"208537531720024065"	"skywards47"	"RL2013D01E043"	"Cremallera De Arranque Para Jaguar O Suzuky 125cc - BsF 160,00 http://articulo.mercadolibre.com.ve/MLV-39407722-cremallera-de-arranque-para-jaguar-o-suzuky-125cc-_JM …"
"208540899737739264"	"redredmond"	"RL2013D01E043"	"A man has just pulled up next to me in an electric blue jaguar. I am walking a bunny on a pink lead. The man wins."
"208547786810077184"	"WebsiteDesignP"	"RL2013D01E043"	"For Jaguar and Ferrari Repairs Please visit my clients site at http://victorsservicecenter.com/ "
"208565526723706880"	"thenextgear"	"RL2013D01E043"	"Good news for Kia and Jaguar in JD Power survey, The JD Power/What Car? survey http://bit.ly/LdXFZq  @kia_ireland"
"208568494067957760"	"GarynHarp"	"RL2013D01E043"	"Have a GREAT WALK http://www.greatwalk.com/  @Mannavie @Jiggy_Jaguar! There's still time to help Sanj to reach his goal of raising $10,000..."
"208581067479842818"	"__Jaguar"	"RL2013D01E043"	"me & @JussDo_It argue like ten times a day .. Lmfao I hate him"
"208589935345811457"	"YoungFreeON"	"RL2013D01E043"	"Jammin with the JPII Jaguar! #OneRun #JPII @LibroLondon pic.twitter.com/ZJ5TfAox"
"208611305337257984"	"ClumsyHibz"	"RL2013D01E043"	"I have watched #MadMen's ""The Other Woman"" about 5 times now. & the scene between Joan & Jaguar Guy still makes me cringe."
"208611989013008384"	"murhill12"	"RL2013D01E043"	"Taking to a guy rolling a j in his jaguar before I go to grad #sickshit"
"208623275906056193"	"Selinexx"	"RL2013D01E043"	"Apocalypto is always hard to watch, but Jaguar Paw is a badass."
"208638241161748481"	"SoEssential"	"RL2013D01E043"	"I can bet my left ball she watchin 106 n park RT @malinkpinkk: Jaguar..."
"208642065842708481"	"chica_jaguar"	"RL2013D01E043"	"@KenyAguirre @florecitarckera ssii una alfonsina representra a todas de mexico jajaja"
"208658176692862977"	"raulromero119"	"RL2013D01E043"	""" @luisjamtz55: Hoy gana #Vikingos!"" No que muy jaguar"
"208673318134480896"	"fredd_taylor"	"RL2013D01E043"	"En unos minutos mas ensayo con @Serpien_jaguar #vamonosrecio.!!!"
"208680142258716673"	"ayaxstevenin"	"RL2013D01E043"	"Alguien va a la jaguar? Diganme que si."
"208696655229353984"	"AlexCantouch"	"RL2013D01E043"	"Jaguar welcome park http://instagr.am/p/LWWF4ZlCRj/ "
"208703619816632320"	"AustinRivers25"	"RL2013D01E043"	"I just saw an old school Benz, with a BMW logo on the back and a silver jaguar on the hood! ....smh"
"208710169281036288"	"XmasBeSwaggin"	"RL2013D01E043"	"#rachet lol RT @AustinRivers25: I just saw an old school Benz, with a BMW logo on the back and a silver jaguar on the hood! ....smh"
"208711398212112384"	"Nextstop_MARs"	"RL2013D01E043"	"So my dad just told me I would have gotten a jaguar if I didn't get my other car -__- Tf"
"208768126194679809"	"robertmendez9"	"RL2013D01E043"	"@sammescobar @tonnacarrera me meteré en su conversación pero también hay una cabeza como de jaguar en la rotonda de chedrahui periférico"
"208794103436156929"	"NilsDamonTweets"	"RL2013D01E043"	"Hi ladies, I'm from Bentonville, Arkansas and I'm bonafide country. Even though I drive a Jaguar and wear Nike basketball socks. I'm country"
"208838376563023872"	"KasfiaKona"	"RL2013D01E043"	"2012 Jaguar XKR-S | Digital Product Review http://fb.me/15yuwE0Ix "
"208889324794687488"	"jagxks"	"RL2013D01E043"	"Do you have a scrap Jaguar XJS or XJ6 with a good engine? Ronart Cars have a FABULOUS solution for you. http://fb.me/1UoBbEJIq "
"208975429653102592"	"DebraWeissCC"	"RL2013D01E043"	"Vintage ads from Jaguar and yes, they are better than Don Draper's. Much better... http://fb.me/EdPC4mp3 "
"209000071856013312"	"_nahuelalvarez"	"RL2013D01E043"	"—Sabes que le dice un jaguar a otro? —No, ¿qué? —Jaguar you? JAJAJAJAJAJAJAJAJAJAJAJA mi abuelo es presidente del fan club de Ricky Martin."
"209025367049117697"	"alekszhul"	"RL2013D01E043"	""
"209063338083233793"	"alexdando4"	"RL2013D01E043"	"Jaguar Skills should have had the whole set time to himself"
"209124419707215872"	"kevphotoman"	"RL2013D01E043"	"@elanagrace and @jaguar_amplification engagement shoot in wine country. http://instagr.am/p/LZYU5hkTiS/ "
"209149694595702784"	"AliciaEllen70"	"RL2013D01E043"	"A baby leopard and a baby jaguar. Anyway wild cats are great looking living beings.. http://pinterest.com/pin/176133035397097267/ …"
"209166824116461568"	"PortiaNiicoLe"	"RL2013D01E043"	"All I knw that this is a nice car If it's a jaguar as ppl call it or whatever that's fine but if it has a Be http://instagr.am/p/LZrffzlDKE/ "
"209227151105462272"	"JaguarUK"	"RL2013D01E043"	"The Queen takes to the streets in a Jaguar XJ-6, a car Sir William Lyons described as ""the finest Jaguar ever"" http://ow.ly/i/FBHB "
"209235413573963776"	"abenitezgarcia"	"RL2013D01E043"	"Montarse en el jaguar y solo tener como agarre la oreja de @Tolillo9 no tiene precio. Triplete y pleno en atracciones jajaja"
"209236562825842688"	"JaguarCarsMENA"	"RL2013D01E043"	"Jaguar is once again set to support and participate in the 'Eifel Klassik 2012'. The event attracts an entry list... http://fb.me/1f4T2HX3N "
"209320865207300096"	"FauxJohnMadden"	"RL2013D01E043"	"Justin Blackmon arrested for aggravated DUI. To be fair, you'd probably drink a lot too if you just became a Jaguar."
"209322554459037696"	"Jacobey23"	"RL2013D01E043"	"Blackman better get his shit right, I dont want to see another mess up for a Jaguar WR pick early in the draft"
"209348879651573760"	"Jaguar_Sihle"	"RL2013D01E043"	"RT "" @Gubevukazi: When you're dreaming with a broken heart, the waking up is the hardest part."""
"209355794293080064"	"_PeteCampbell"	"RL2013D01E043"	"Landing the Jaguar account took a lot of hard work and sacrifice. So why do I still feel under-appreciated around here?"
"209403034470592512"	"JaguarKash"	"RL2013D01E043"	""" @brokencool: New Music: Jaguar Kash ""Escobar"" Feat. A.G Cubano & Steezy http://bit.ly/M1sxPf  @jkashpmg""--- #Salute"
"209419606459301889"	"guadalupebobad1"	"RL2013D01E043"	"@bandeando pon una cancion del jaguar como donde y cuando plis"
"209435712582451200"	"IrisLamie"	"RL2013D01E043"	"I find that girl driving in the red jaguar very cool."
"209438967370752000"	"mcgintyfan"	"RL2013D01E043"	"This is so true...Money may not buy happiness, but I'd rather cry in a Jaguar than in a bus. #FunFacts"
"209452187795984386"	"LoyaltyISkey"	"RL2013D01E043"	"I wonder if Tia gonna let me drive the Jaguar lmfaoo"
"209471406101106689"	"IradRoqueni"	"RL2013D01E043"	"@carmeli2405 @erbig12 @yolo_gonzalez @aj_jaguar @cj_sickness piensa a futuro por Fer, no por ti #miconsejo"
"209556735009112064"	"CubittNathan"	"RL2013D01E043"	"@Jason15Robinson Nathan Cubitt Tag Rugby Sponsored by Proskins & Grange Jaguar: Helping Others http://nathancubittrugby.blogspot.com/2012/06/helping-others.html?spref=tw … pls read & RT"
"209565501112860672"	"koborihiro"	"RL2013D01E043"	"Just added “jaguar lyonheart-k-modern-jaguar-e-type (7)” to my Wants: http://Sumally.com/jaguar-lyonheart-k-modern-jaguar-e-type-%287%29/p/386844 …"
"209583968624971777"	"alexcherin1"	"RL2013D01E043"	"Just proved that Lane had no sense of integrity. Also, kudos do the dark Jaguar humor. #MadMen"
"209644219088912385"	"LiteraryGary"	"RL2013D01E043"	"Fast-paced, edgy fun for any age, not just YA ~ ""Jaguar Sun"" by @Martha_Bourke ~ Martha, you're an excellent writer! http://www.jaguarsunseries.com/ "
"209645322908082177"	"ryanhallchi"	"RL2013D01E043"	"Lane Price, Don’s pitch, Sally becoming a “woman”, Jaguar…Best show on TV. #madmen"
