209912761411571712	-5
90941654328020993	1
96415753716248576	2
91124980363956224	0
219463744772767745	1
216600007447547904	0
210726614470901760	0
208340055515865089	-2
210564097807364096	0
91472854520037377	-3
96171744657801217	-1
210230822584848384	0
209184809396879361	0
210456224465031168	-2
210253223783702528	-4
213347748316057600	0
209203352335163392	0
223098620101144576	0
103550252245716992	0
209764269162635265	1
95936726433935360	1
86818787701161984	0
98028394482118658	1
138975041844027392	1
225244744782053377	0
108155455418802176	1
212447378039504896	3
104194698922557440	0
90755230077161472	0
225277791724240896	0
90952337228709888	3
217421225755021312	3
102145968597774336	0
218269344633851904	0
92943218127278080	0
90737979550732289	0
209682719339327489	0
102415025590906880	0
208337563063300096	2
94236489214459904	0
101860014850981888	0
91186391945457664	0
106998729290170369	0
209734766457663488	0
219221141238190080	0
209283320935227392	0
90364123828850688	0
218761184059473921	1
241282488218038272	0
212228166926872576	0
92923940443398144	-4
238652038857228289	0
225160951001919489	0
214090182050324480	1
212726399914606592	0
214145454592638976	-1
91889818677682177	0
215153199055765504	0
209454767305535488	0
208586860862242816	0
209653757645029376	0
212254259692060673	1
211630281466191874	0
223100763382095872	-1
212061858583162880	-1
208479629365874690	0
211515273663094785	0
93315421909954560	2
220311970673467393	0
90055746263326720	0
119175980798586880	0
218375664628273152	0
90040730399145984	2
211128483353608192	0
95489533973512192	0
212798973939957760	0
208750363891867649	0
214313897849659392	-1
224406785765801984	3
219445939159572483	0
217618896163835904	3
215633803383799808	0
93028535534489600	1
213369604804853760	0
209494600606425088	0
91589829497860096	0
92910284460666880	1
226756954968711168	0
226342943588495361	-5
93808607925256192	1
92228118680571906	0
220893116658499585	0
109018785809317889	-2
218085202092756992	0
103389136517464064	0
86099258947796992	5
88367966491652097	-1
108582112612978688	0
214329114771992577	0
218345802576310274	0
208600001679597568	0
215143048827506688	0
103577469910659072	0
209750117601914881	0
217225852113534976	0
211835701707288578	0
93170553598382080	0
102189624226623488	0
215790880039256064	0
91009571602169857	0
225249849245831168	-3
215821385224818689	0
219930288984293376	-1
92976298594549760	0
213076125180633089	0
210557265260974080	2
209675886788747264	3
209735089402281985	0
208531504534528000	2
234261303009624064	0
208718180397486080	0
209476313440993280	0
210379363844235264	0
90425561998049280	2
213075701568503808	0
208424495248195584	0
216764873328173056	0
212574364791607297	0
209349251187216384	0
212624335721086976	0
107703678537969665	0
115704296636551168	1
220797088051638272	1
215645232652496896	0
210851076260364291	-2
209398928523788290	3
222071640484347904	3
96567591698579456	2
208678850396291073	0
209855931520004099	0
211865426760704001	1
210801201791504384	2
212591171367747585	0
232485954810695681	0
209326723588820992	0
215749822014164993	0
225325405463257089	0
224536389767798784	0
208531567419723776	0
210733300225019905	1
118408326710181888	0
231879408129036288	0
98416171128324096	0
93554600841449472	1
91191001519108096	0
217828267414138882	0
208925626470641664	0
98215739298820096	0
94687046144229376	0
211558609191047169	0
218101685699100672	0
138446844601696256	-3
212987403076509696	0
211087041172217857	1
211454066180620289	-2
211093679010611203	0
210764535190134784	0
213296749748559872	2
218383815553458176	0
218396788372160512	-1
220186238014074880	0
213040255467667457	0
215420942426451968	0
217694838206898177	2
210431440339484673	1
215233129886134272	-1
224568832721821696	0
137283277689065472	0
94341321602510848	0
213800770884210688	0
215591747944845313	0
210366512505163776	0
212963004780781568	0
225318770070138881	-1
90199333818990593	0
213952600498909185	0
215530350837903360	0
93700533277294592	2
208542288056557569	-2
94469718555115521	0
213041564103098369	0
215796215206510592	-2
94226854822682625	0
222436339499536384	0
210696075764441088	0
93016069018615808	0
116514262897278978	0
220211466748428289	3
221328833511563264	4
226195031462121472	0
94505785110962176	6
212062957469831168	0
93658728632565760	0
106859843310206977	-1
212472984265433088	-1
209961103671820288	0
209350076760461314	0
103842364551995393	0
208939421553274880	0
96491972612726785	0
211211024844587009	-2
208613733856055296	-1
208492866601893888	-1
116250613154725888	0
93671143797571585	0
210515305452158977	0
211402721113284608	0
225015177958014976	-4
227516870587187201	0
217027482484867073	-1
91503442345996288	3
208535006757392385	0
225627637010272256	0
108243816816975872	0
211447644722167808	0
227114217390612480	0
102530591773302784	0
218797889844035584	-1
208575515349614592	1
208672361845768192	0
101399979393949696	-1
91518610194968577	0
212078325416468480	2
208499405526024193	0
103327371112878080	0
93481519993196544	-4
223917768473448449	0
208449359057125378	0
